"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"4626776",1606556,2518698,201,186231,"색상:BLK(블랙)|사이즈:100(L) / 1개","노스페이스영","33,600","1"
"4626904",1544909,4254252,43,740297,"색상:라이트브라운 / 1개","월드토이","32,900","1"
"4626922",1839005,8151520,144,305383,"상품명:03_129423|사이즈:250(39) / 1개","버켄스탁","32,900","1"
"4626972",2776595,6035906,33,714590,"상품명:LCWN726M02네이비|사이즈:270 / 1개","엘칸토","32,900","1"
"4627021",3750646,4994927,106,253750,"색상:O화이트|사이즈:95. / 1개","꼼빠니아","32,900","1"
"4627029",3861966,6184016,95,621035,"1개","이나바","32,900","1"
"4627347",3045768,8957951,214,351551,"사이즈:120 / 1개","밍크뮤","33,000","1"
"4627562",3955116,10197847,18,818144,"1개","정식품","32,900","1"
"4627613",4802898,8273385,27,767038,"필수선택:SC5GS606O|색상_사이즈:네이비_M / 1개","스키즈","32,900","1"
"4627652",5461159,6679387,27,260663,"색상:NAVY|사이즈:110 / 1개","베베드피노","33,000","1"
"4627930",742462,10074839,23,512013,"사이즈:95 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4627975",2157595,6657813,36,338144,"color:블랙 / 1개","모니카룸","32,500","1"
"4628197",2207601,7042752,42,529450,"사이즈:285 / 1개","아디다스","33,150","1"
"4628974",5850428,3594202,37,767081,"1개","베이비캠프","33,000","1"
"4629052",1339167,2050360,55,403870,"색상:CF8569(블랙)|사이즈:140 / 1개","아디다스(키즈)","32,500","1"
"4629218",5950452,6998476,33,722013,"옵션:선택1_129423(240) / 1개","버켄스탁","32,500","1"
"4629376",4394674,8323582,89,305791,"색상:SCARLET|사이즈:90 / 1개","베베드피노","33,000","1"
"4629404",4670636,6339125,113,225410,"색상:선택08_50W(화이트)|사이즈:110 / 1개","엠엘비","33,000","1"
"4629766",4078345,8476476,68,554936,"상의사이즈:2XL / 1개","아디다스(의류)","33,000","1"
"4629841",3940170,5982056,32,519923,"컬러:다크네이비 / 1개","캉골","33,000","1"
"4629865",4069065,8641923,34,834161,"상품선택:건강백서 푸들 2KG 2개 + 블루니물티슈 1팩 / 1개","뉴트리나","33,000","1"
"4630030",4307313,2597256,41,723470,"1개","다비도프(향수)","33,300","1"
"4630112",3801000,3102753,15,166471,"색상:화이트|사이즈:240mm / 1개","데일리슈","32,900","1"
"4630510",2274047,9889294,107,791119,"색상:색상혼합 5매입|사이즈:90 / 1개","판도라 바이 비비안","33,500","1"
"4631096",1412958,7059384,18,364351,"색상:NVY(네이비)|사이즈:085 / 1개","엘르 수영복","33,000","1"
"4631119",1544223,9951037,134,512006,"모델명:선택02.G8A021|사이즈:105 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4631208",3140318,5606322,30,551985,"제품선택:2. 분수 젖병 건조대 (베이지)_F980 / 1개","베아바","33,000","1"
"4631388",5125061,6956253,16,401598,"색상:NBNE722133-26 라이트핑크|사이즈:100 / 1개","뉴발란스(의류)","32,900","1"
"4631394",5253058,4988205,34,131092,"색상:03_MINK|사이즈:M / 1개","캘빈클라인언더웨어","32,900","1"
"4631478",578986,8838785,111,439508,"색상:옵틱스 오렌지 / 1개","맥","34,000","1"
"4631776",245372,4963319,70,721283,"사이즈:핀스트라이프블랙 / 1개","캉골","33,000","1"
"4631831",637182,10953999,62,457805,"SIZE:100 / 1개","뉴발란스(의류)","33,000","1"
"4631975",1166221,275485,107,210468,"향선택:무향 / 3개","에티튜드","33,500","3"
"4631976",1344739,3472541,13,214567,"모델선택:02_상.네이비[CF1036]+하.네이비[AJ5889]|사이즈:105 / 1개","아디다스(의류)","33,500","1"
"4632085",6482644,759128,13,592838,"색상:BLACK|사이즈:FREE / 1개","세컨스킨","33,000","1"
"4632118",166802,1594534,53,595253,"색상/사이즈:L/네이비 / 1개","아이우먼","33,120","1"
"4632192",3380714,125577,33,716800,"무늬:아잘리아 / 1개","포트메리온","33,300","1"
"4632203",4014339,4542534,27,397704,"모델명:1003491|사이즈:250mm(US39) / 1개","버켄스탁","33,300","1"
"4632506",1431811,7037004,97,632077,"1개","퓨리나","33,600","1"
"4632533",2274047,2864456,93,179971,"색상:블루|사이즈:120 / 1개","밍크뮤","33,600","1"
"4632979",5671734,7496934,14,751722,"번호:챠오츄르 가다랑어 대용량 60p (SC-136) / 1개","이나바","32,500","1"
"4633052",1829512,3589655,110,128646,"색상:핑크|Size:FREE / 1개","이앤씨","33,000","1"
"4633073",2013748,7445472,2,710440,"모델명:선택2)2UPP021CO / 1개","루이까또즈 스카프","33,000","1"
"4633211",899189,10408683,51,742500,"1개","아베다","34,000","1"
"4633228",1079911,3582178,66,100456,"색상:다이아몬드 크럼블 / 1개","맥","34,000","1"
"4633264",1355730,10073716,85,573670,"색상:화이트(WH) / 1개","뉴발란스","34,000","1"
"4633719",4553135,2079191,14,824969,"솜 선택:베개솜 / 1개","밀로앤개비","33,000","1"
"4633850",708783,24151,40,316371,"색상:핑크|사이즈:190 / 1개","바바","33,400","1"
"4633971",5747433,3939288,68,103743,"색상:50L|사이즈:57cm(S-M) / 1개","엠엘비","33,000","1"
"4634217",2302517,4677209,70,689743,"색상사이즈:블루 S/M / 1개","네오홀릭","33,900","1"
"4634293",4616552,10430473,44,540152,"1개","에이엔에프","33,900","1"
"4634411",669854,10405172,11,709287,"선택1:블랙|선택2:L / 1개","아르고(스포츠)","33,000","1"
"4634419",742462,10074839,23,512065,"사이즈:95 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4634760",2751717,4562759,32,597825,"선택:그레인프리 크런치 연어 어덜트 2kg / 1개","더리얼","34,200","1"
"4634793",6148644,10049666,123,424026,"색상:블랙|사이즈:95(M) / 1개","게스(진)","34,200","1"
"4634798",3362221,4908999,402,227929,"색상:ivory(아이보리)|사이즈:FREE(95~105) ◈87861938◈ / 1개","히코튼","34,230","1"
"4634883",3013620,8596237,14,809194,"색상:포에버. 달링 / 1개","맥","34,000","1"
"4634902",3165417,6549892,39,341551,"색상:MEG|사이즈:80(XS) / 1개","노스페이스영","34,000","1"
"4634995",580196,6457981,143,627328,"색상:베이지|Size:094 / 1개","빈폴아웃도어","32,760","1"
"4635210",6124251,2428659,26,650124,"1개","에바비바","32,500","1"
"4635311",251858,2617209,70,543808,"색상:NAVY(Z410)|사이즈:M7W9(260) / 1개","크록스","33,900","1"
"4635491",6385597,1676347,11,751722,"번호:챠오츄르 가다랑어 대용량 60p (SC-136) / 1개","이나바","32,500","1"
"4635665",4485584,2907194,66,193332,"상품명:[각 10팩] 깔라만시+복숭아+사과+자몽+[랜덤 20팩] / 1개","순수식품","32,900","1"
"4635765",5550667,9540747,170,731019,"사이즈:110 / 1개","페리미츠","34,000","1"
"4635771",5592169,4780633,19,736984,"색상:03 (미디움) / 1개","베네피트","34,000","1"
"4635871",6243634,8345486,81,439508,"색상:노 인터럽션 / 1개","맥","34,000","1"
"4636058",3045768,10612086,213,427764,"디자인:선택04.DB0877[0079904]|사이즈:160 / 1개","아디다스 키즈","33,000","1"
"4636417",1079911,5245711,38,150299,"색상:크레이지 러쉬 / 1개","맥","34,000","1"
"4636629",2331335,6490729,155,305796,"색상:YELLOW|사이즈:110 / 1개","베베드피노","33,000","1"
"4636731",213453,331587,69,40153,"색상:71메탈|사이즈:31 / 1개","지오다노","34,000","1"
"4636759",6194187,10206378,22,799987,"1개","마이크로소프트","33,000","1"
"4636821",574370,10895326,26,490725,"색상:네이비 / 1개","타이틀리스트","33,100","1"
"4636963",4344839,4348308,116,134407,"색상:블랙(BK)|사이즈:90(S) / 1개","뉴발란스","34,000","1"
"4637126",943572,8627186,24,827355,"1개","정식품","33,900","1"
"4637252",1483085,6317488,64,98152,"1개","왕자행거","33,900","1"
"4637329",3961091,5459202,32,423497,"사이즈:Q / 1개","아망떼","33,900","1"
"4637495",2186737,9668811,67,439508,"색상:스턱 인 러브 / 1개","맥","34,000","1"
"4637551",2661334,3293155,38,82854,"케이스:46|색상:109 / 1개","폴앤조(명품화장품)","34,000","1"
"4637598",2958454,4994026,94,190463,"색상:(09)|사이즈:30 / 1개","컨셉원","34,000","1"
"4637741",72629,5206265,7,709377,"컬러:M-62 / 1개","메이크업포에버","33,000","1"
"4637889",4788870,9823580,45,428198,"색상:RED|사이즈:120 / 1개","블랙야크(키즈)","33,000","1"
"4637930",5024474,9111127,84,512006,"모델명:선택04.G8A043|사이즈:105 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4637981",3483529,7117672,64,809194,"색상:타투 마이 하트 / 1개","맥","34,000","1"
"4637989",3536653,1100137,75,147537,"color:아이보리 / 1개","업타운홀릭","34,000","1"
"4638024",3792384,4735349,55,147533,"1개","크리니크","34,000","1"
"4638025",3792384,4735349,92,147533,"1개","크리니크","34,000","1"
"4638120",96919,2835787,380,92494,"1개","록시땅","34,000","1"
"4638191",2610243,9618269,21,432777,"타입:래쉬 파워 마스카라 / 1개","크리니크","34,000","1"
"4638257",2414357,5392662,323,242300,"색상:MG|사이즈:110 / 1개","블루독","33,600","1"
"4638402",6493176,7839870,55,632077,"1개","퓨리나","33,600","1"
"4638411",5559193,6830530,22,831452,"1개","로고나","33,670","1"
"4638430",4192455,10362058,18,457341,"색상:그레이블랙|사이즈:085 / 1개","나이키(의류)","33,700","1"
"4638593",1697287,6456007,168,185738,"사이즈:80 / 1개","블루독베이비","33,600","1"
"4638618",2300516,3075956,138,430325,"색상:녹색|Size:110 / 1개","빈폴","33,600","1"
"4638689",4170700,4729169,94,180109,"사이즈:90 / 1개","밍크뮤","33,600","1"
"4638752",5449093,4821561,99,591270,"1개","셀퓨전씨","33,600","1"
"4638766",5724727,5414801,30,747864,"사이즈:32 / 1개","헤즈","33,600","1"
"4638851",3375859,7291071,64,359727,"사이즈:80(11-12세) / 1개","첨이첨이","33,300","1"
"4638917",774847,2753209,142,500350,"선택:포기김치 10kg / 1개","김나운의 더 키친","33,500","1"
"4638969",2176361,8457023,23,545979,"사이즈:95 / 1개","오르시떼","33,000","1"
"4639010",2460463,8409406,141,669731,"상품선택:프로베스트 캣 블루 15kg / 1개","대한사료","33,000","1"
"4639091",1904017,479313,437,30432,"color:베이지|size:FREE / 1개","모니카룸","33,900","1"
"4639098",2374340,5784467,18,780249,"2개","암앤해머","33,900","2"
"4639252",3583271,10526088,24,666009,"1개","릴리팟","33,750","1"
"4639315",4361304,8785958,36,536931,"색상:ALM6WQ56 오렌지_OR|사이즈:70 / 1개","아놀드파마 골프","33,800","1"
"4639371",1273563,3661444,52,430325,"색상:녹색|Size:095 / 1개","빈폴","33,600","1"
"4639708",3488813,3523389,54,82854,"케이스:47|색상:110 / 1개","폴앤조(명품화장품)","34,000","1"
"4639904",5804862,5375133,66,364351,"색상:NVY(네이비)|사이즈:080 / 1개","엘르 수영복","33,000","1"
"4640132",2574423,3269740,104,430311,"색상:흰색|Size:095 / 1개","빈폴","33,600","1"
"4640251",3567941,9399566,14,527558,"size:s / 1개","업타운홀릭","34,000","1"
"4640410",2165450,5194777,166,222048,"색상:아이보리|사이즈:M(12~18m) / 1개","해피프린스","34,000","1"
"4640993",2902027,6891488,36,678880,"1개","이노랩","34,000","1"
"4641177",6274345,8404794,128,288652,"색상:blue|사이즈:FREE / 1개","체리코코","33,000","1"
"4641200",6466409,5323754,56,334417,"색상:NAVY_NAVY|사이즈:FR / 1개","르꼬끄 골프","33,000","1"
"4641298",291325,3111509,126,389233,"원재료:홍삼&신선한연어 2.4kg / 1개","지니펫","33,830","1"
"4641643",5313075,6464334,30,477804,"디자인:HT8G 400I2|사이즈:38(245mm) / 1개","벤시몽(슈즈)","33,150","1"
"4641689",2466705,6512112,36,273708,"색상:네이비|사이즈:90/15~16세 / 1개","첨이첨이","33,300","1"
"4641796",4493807,8692068,220,721677,"1개","그리니즈","33,500","1"
"4641858",2711234,4430789,39,741693,"색상:08 언라이벌드 / 1개","에스티 로더","34,000","1"
"4642134",4490009,1178377,153,51336,"색상:그린|사이즈:150 / 1개","꼬망스(아동)","33,600","1"
"4642334",6420478,8908674,123,349715,"1개","오로라(완구)","33,600","1"
"4642399",2531992,4145043,80,814321,"1개","닥터자르트","34,000","1"
"4642459",3052512,6196910,98,783403,"색상:킹 살몬 / 1개","맥","34,000","1"
"4642460",3054184,10896228,120,439508,"색상:스턱 인 러브 / 1개","맥","34,000","1"
"4642595",1840837,4558594,33,347455,"사이즈:105 / 1개","나이키","34,300","1"
"4642710",2778801,4068342,380,102098,"색상:네이비|사이즈:100L / 1개","데상트","33,000","1"
"4642750",3045768,10370838,47,427764,"디자인:선택05.DB0881[0079905]|사이즈:160 / 1개","아디다스 키즈","33,000","1"
"4642755",3073936,7506687,16,680967,"1개","투썸플레이스","33,000","1"
"4642980",5852997,7033839,214,319741,"색상:화이트1|사이즈:FF / 1개","나무","34,000","1"
"4643541",4095496,4547635,16,820300,"색상:리치 앤 레스트레스 / 1개","맥","34,000","1"
"4643606",4672016,9907121,241,359171,"색상:블랙(BK)|사이즈:105(XL) / 1개","뉴발란스","34,000","1"
"4643642",4894164,9517744,101,343256,"색상:블랙(BK) / 1개","뉴발란스","34,000","1"
"4643867",5430107,1270657,27,244159,"색상:red|사이즈:FREE / 1개","체리코코","33,000","1"
"4643914",2988091,4237414,42,591270,"1개","셀퓨전씨","33,600","1"
"4643988",5173624,5010919,78,266920,"색상:녹색|Size:100 / 1개","빈폴","33,600","1"
"4644036",6457995,1272093,85,392055,"색상:검정색|Size:F / 1개","빈폴","33,600","1"
"4644103",2010922,7369747,20,305298,"사이즈:265(41) / 1개","버켄스탁","33,900","1"
"4644136",2950321,1721779,42,548412,"SIZE:150 / 1개","뉴발란스(슈즈)","33,900","1"
"4644273",72629,5953846,60,439508,"색상:스턱 인 러브 / 1개","맥","34,000","1"
"4644430",943572,7349306,24,827355,"1개","정식품","33,900","1"
"4644542",792674,9425158,32,608539,"색상:블랙 / 2개","삼보","33,220","2"
"4644559",3380714,125577,33,716800,"무늬:썬플라워 / 1개","포트메리온","33,300","1"
"4644701",4858821,5510325,96,179783,"사이즈:095 / 1개","나이키","34,300","1"
"4645046",2392388,2811559,49,593471,"색상:HJHO8E903BK|사이즈:선택사항참조 / 1개","헤지스","33,600","1"
"4645056",2617267,6330540,124,266923,"색상:남색|Size:095 / 1개","빈폴","33,600","1"
"4645241",2369442,2965435,75,733796,"1개","빌리프","34,000","1"
"4645562",4694191,899472,14,112543,"옵션:스위트 / 1개","씽크네이처","33,000","1"
"4645573",4788870,9978323,101,428198,"색상:RED|사이즈:120 / 1개","블랙야크(키즈)","33,000","1"
"4645980",3344098,6570738,41,820816,"1개","불가리 향수","33,700","1"
"4645994",1079911,3643903,76,100456,"색상:빔 타임 / 1개","맥","34,000","1"
"4645995",1079911,3643903,76,100456,"색상:플래쉬 앤 대쉬 / 1개","맥","34,000","1"
"4646263",578986,4036310,56,439508,"색상:라이크 캔디 / 1개","맥","34,000","1"
"4646478",5756240,3804037,32,167184,"색상:BLK|사이즈:105 / 1개","아레나","34,000","1"
"4646686",1697287,4705332,9,476201,"색상:IVORY|사이즈:80 / 1개","블루독베이비","33,600","1"
"4646702",2331335,6490729,155,305797,"색상:LAPIS BLUE|사이즈:110 / 1개","베베드피노","33,000","1"
"4646715",2414357,4503231,25,402267,"타입1:04.RSP811블랙|타입2:03.RSP810블랙 / 1개","레노마(우양산)","33,000","1"
"4646822",1740786,2572389,24,439508,"색상:피치 어플러쉬 / 1개","맥","34,000","1"
"4646873",2091774,4646353,53,809194,"색상:라스트 미닛 / 1개","맥","34,000","1"
"4647001",1053929,2097490,36,737006,"색상:BM90 코퍼 / 1개","베네피트","34,000","1"
"4647172",593493,2857792,23,656369,"직접입력1:BM54 05 딥 / 1개","베네피트","34,000","1"
"4647413",5877189,364011,343,228819,"상품명:질레트 프로쉴드기획세트 / 1개","질레트","33,800","1"
"4647557",4427966,2077456,137,70789,"상품명:접이식책상-2단-네추럴블랙 / 1개","가구느낌","33,900","1"
"4647570",4885869,4711458,17,393114,"1개","한경희생활과학","33,900","1"
"4647606",6177787,4303353,418,537346,"사이즈:LG / 1개","언더아머(스포츠)","33,900","1"
"4647772",4252062,10570540,36,415815,"color:블랙|size:M 30 / 1개","젠브로","33,000","1"
"4647878",5024474,9111127,84,512006,"모델명:선택13.G8E022|사이즈:105 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4647936",5550667,9540747,205,731019,"사이즈:100 / 1개","페리미츠","34,000","1"
"4647971",5782807,595029,169,439508,"색상:플렉시 핑크 / 1개","맥","34,000","1"
"4647977",5817594,7270,305,742813,"1개","메이크업포에버","34,000","1"
"4648016",6163064,1938294,113,736984,"색상:03 (미디움) / 1개","베네피트","34,000","1"
"4648218",792674,9425158,32,608539,"색상:화이트 / 1개","삼보","33,220","1"
"4648288",1766748,9931452,19,646314,"Color:BLACK|Size:FREE / 1개","데일리먼데이","33,400","1"
"4648410",857250,1926024,109,429804,"색상:남색|Size:F / 1개","빈폴","33,600","1"
"4648436",1431811,8360160,52,632077,"1개","퓨리나","33,600","1"
"4648539",1020658,5737364,108,339379,"색상:BLACK|사이즈:BLACK-L ◈86481539◈ / 1개","브라바도","34,200","1"
"4648589",2199872,2388145,22,735759,"색상:핑크 CY-025 / 1개","다니카","34,270","1"
"4648722",4408821,6370241,33,340974,"color:블랙m / 1개","업타운홀릭","34,000","1"
"4648900",4670636,3973829,176,167756,"택/사이즈:EMST005_린넨차이나반팔셔츠_네이비2XL/. / 1개","루스코","33,860","1"
"4649129",4206574,5994181,16,161394,"color:아이보리m / 1개","업타운홀릭","34,000","1"
"4649203",4611669,4001107,26,735469,"1개","록시땅","34,000","1"
"4649268",5157580,5617931,20,498322,"색상:화이트|사이즈:M(90) / 1개","뉴발란스(우먼스)","34,000","1"
