"","PD_C","PD_NM","CLAC1_NM","CLAC2_NM","CLAC3_NM"
"601033",132657,"여성 워터 레깅스 MSY2PP2292 - LNV / 76(30)","시즌스포츠","수영/물놀이","남성수영복"
"601038",239790,"여성 심플샌들 WVD2630GR12T - 230 / 검정(GR12)","패션잡화","여성화","여성샌들"
"601054",622680,"셀프 타이 박시 블라우스 - IVORY/BLACK / Large [014]","여성의류","여성의류상의","여성남방셔츠"
"601105",615085,"에브리데이넛츠 30+30개입 교차구성 / 아몬드 크랜베리 호두 캐슈너트 해바라기씨 검정콩 - 에브리데이넛츠 썬 30+30입","과일","견과류","혼합견과"
"601109",603960,"[특별]포스 수프림 크림 50ml 세트","화장품/뷰티케어","남성케어","남성스킨케어세트"
"601124",576249,"남성 런닝 트렁크 12종세트 + 사은품 2종 _02 - 105","속옷/양말/홈웨어","남성속옷","남성런닝셔츠"
"601127",604655,"퓨처북로봇-스타터 핑크","완구","교육완구","전자교육완구"
"601259",544222,"[데상트] 남녀공용 COMFORT (컴포트)  화이트 (S8129ESD06) - WHT0_WHT0-(WHITE) / 280","스포츠패션","남성스포츠화","남성스포츠샌들/슬리퍼"
"601292",556798,"로즈 롤리팝 - 립밤","퍼스널케어","바디케어","바디보습"
"601317",420841,"뉴발란스 남성 야구로고 반팔 티셔츠 NBNE726091 - 20_레드 / 100L","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"601383",287173,"여성 핑크릴리 반소매 원피스 - FREE","속옷/양말/홈웨어","홈웨어","여성잠옷"
"601396",237973,"DIOS 양문형냉장고 S831TS35 (821L/스타리샤인) - 없음","냉장/세탁가전","냉장/냉동고","양문형냉장고"
"601440",134492,"남 크리스피 저지 반팔 티 028532 - 03 / M","남성의류","남성의류상의","남성티셔츠"
"601467",693907,"[레노마] 여성 비치웨어 레깅스 팬츠 3종 택1 (STM-LOT-RNM0609-17) - 03RNM_RN-WS17905_NV_ / 85","시즌스포츠","수영/물놀이","남성수영복"
"601545",536514,"111627114 반발탄성과 충격흡수 기능이 우수한 남성용 런닝화 리게로 - 블랙 / 275","스포츠패션","여성일반스포츠의류","여성트레이닝복"
"601553",455200,"크록스공식 여성 MELEEN TWIST SANDAL 3종택1(18SS202497) - 03_BLACK_SMOKE(Z05M) / W8(250)","시즌스포츠","수영/물놀이","아쿠아슈즈"
"601554",451073,"러브아이슈_SS - 핑크 / S(6~12m)","속옷/양말/홈웨어","유아동양말류","유아동일반양말"
"601564",524091,"코드제로 A9 청소기 S96KFBSWH 듀얼배터리","생활/주방가전","청소기","핸디형청소기"
"601568",583133,"마린 콜라겐 쿠션 LX 본품15g+리필15g - 23호 워터베이지","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"601666",813874,"[베베누보] 더블라이너 유모차시트 - 사계절 더블라이너 - 리치리치","출산/육아용품","유아안전용품","유모차"
"601715",385569,"커스텀멜로우 dot jacquard round t-shirts_CWTAM17411WHX - 화이트 / 110","남성의류","남성의류상의","남성티셔츠"
"601724",426430,"[신상품][한정판매] 프릴접시 22cm - 색상선택 - 코스탈블루","식기/조리기구","그릇/식기","접시"
"601737",410834,"OR베이직 카라 티셔츠(HNM10TP15M-OR) - OR / 120","유아동의류","유아의류상의","영유아티셔츠/탑"
"601885",797439,"★왕자 (어바웃드레스룸3P-기본)_엔젤스트라이프 - 3.민트모카-752(ST)","가구","수납가구","선반장/행거"
"601969",508910,"아디다스 우먼스 D2M RR 3S 3/4 타이츠 CE2048 - 블랙화이트 / XS(085)","스포츠패션","여성일반스포츠의류","여성일반스포츠바지"
"601977",634955,"원픽스360 ISOFIX 노블 오가닉 브라운 회전형카시트","출산/육아용품","유아안전용품","유아용카시트/매트"
"602004",492856,"비세토스 오리지널 장지갑 MXL8SVI70BK - MXL8SVI70BK001","패션잡화","남성지갑","남성일반지갑"
"602099",89274,"난닝구 에르베 코튼블라우스 - 카키(khaki)-FREE","여성의류","여성의류상의","여성남방셔츠"
"602121",164568,"남성 TR조직물 슬랙스 MSY2PP1503 - CGR(차콜) / 84 (33)","남성의류","남성의류하의","남성캐주얼바지"
"602149",82354,"조슈아 남성 폴로 반팔 티셔츠 7B35291 - 차콜그레이(931) / 115","스포츠패션","남성등산/아웃도어의류","남성등산티셔츠"
"602168",689454,"코르크 스트랩 웨지 - 블랙 / 245","패션잡화","여성화","여성샌들"
"602173",535966,"아레나 여성 일반 원피스 수영복 AUSLO06NVY - NVY / 090","시즌스포츠","수영/물놀이","여성수영복"
"602176",529681,"16 S/S 여성 써니 BRATOP#2  (1MMTSX6504) - 화이트 / M(95)","스포츠패션","여성등산/아웃도어의류","여성등산티셔츠/탑"
"602201",669572,"[무료배송] D(남/여)99% 벗겨지지 않는 밀착더블밴드 무지 페이크삭스 3족세트 - (여)화이트(3족)","속옷/양말/홈웨어","여성양말류","여성덧신류"
"602224",626709,"화이트피쉬 포뮬라 12.24kg","원예/애완","애견용품","애견사료"
"602235",641886,"닥터젯 마스크_토닝 미백수 5매","화장품/뷰티케어","스킨케어","페이셜팩류"
"602291",42714,"835 체크트임 롱 셔츠 (SD9NBQ171) - 레드 / F사이즈","여성의류","여성의류상의","여성남방셔츠"
"602296",479768,"공용 캐리오버 V넥 티셔츠 LIVE TH1510-18B001 - 00L","남성의류","남성의류상의","남성티셔츠"
"602302",466515,"[네이처리퍼블릭] 프로방스 에어 스킨 핏 원데이 래스팅 파운데이션 4종 택1 - Y23웜베이지10010072NJ1572","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"602352",155457,"지도리 체크 린넨 하이넥 원피스(AJ2WO469) - 블랙(BK) / M(66)","여성의류","여성의류전신","여성원피스"
"602380",399578,"☆레터링 자수 포인트 단가라 티셔츠 (GI5N0TS50) - (39)블랙 / FF","여성의류","여성의류상의","여성티셔츠/탑"
"602519",666971,"여성 래쉬가드 풀오버(MSX2TR2901) - BK / 85","남성의류","남성의류상의","남성티셔츠"
"602529",652213,"[자체제작]블루 스트링밴딩데님팬츠 4219 - 블루 / 38","여성의류","여성의류하의","여성청바지"
"602618",521491,"아디다스 우먼즈J트랙팬츠 네이비[BI4522] - XS","스포츠패션","여성일반스포츠의류","여성트레이닝복"
"602639",256244,"여아 브라운쉬폰주름끈원피스(R1722O626_09) - 120","유아동의류","유아의류전신","영유아원피스"
"602753",710541,"Special Line 헤지스남성 HZTS7B752WT [피터젠슨] 프린트 면 라운드넥 티셔츠 - 105","남성의류","남성의류상의","남성티셔츠"
"602795",569523,"매트 아이 컬러 2.6g - Fresco","화장품/뷰티케어","메이크업","아이섀도우"
"602843",250941,"남 슬릿넥 반팔 티 028536 - 04 / L","남성의류","남성의류상의","남성티셔츠"
"602871",771268,"[GG 마몽] 가죽 카드 케이스","패션잡화","남성지갑","남성카드/명함지갑"
"602915",806291,"본에스 라이너40매 X3팩","퍼스널케어","여성위생용품","생리대"
"602918",803810,"[앤드지] ANDZ 긴팔셔츠 BLU2WC1003BL - BLU2WC1003BL / 110","남성의류","남성의류상의","남성남방셔츠"
"603026",801416,"퍼실 하이진 2.7L + 1.8L (타입선택) - 일반","세제/위생","세탁세제","액상세탁세제"
"603031",790354,"아기토닝 바디토닝크림 100ml","화장품/뷰티케어","스킨케어","크림/밤/오일"
"603032",785134,"[#텐텐] 닭가슴살 스테이크 혼합구성 100g_30팩 - 혼합 30팩(오리지널10.호박10.고추10)","축산물","닭고기류","닭가슴살"
"603050",779723,"아이폰7 케이스 씬핏 - 아이폰7씬핏 / 크리스탈클리어(투명) ZA042CS20934","모바일","모바일액세서리","케이스/보호필름"
"603102",656045,"굿베이스 홍삼담은 흑마늘 후레쉬 10포 x 3박스","건강식품","홍삼/인삼가공식품","홍삼액"
"603107",574878,"[소보제화] 에그토우 골드체인 에나멜로퍼[8SMS209] - 8SMS209_블랙 / 225","패션잡화","여성화","여성플랫"
"603117",558416,"단독출시 소망가득~탄생석 실버팔찌 12종 - 06. 7월 (0990mpbrRR)","패션잡화","보석","발찌"
"603179",129255,"18 S/S 여름 신상 워셔블 네이비 블랙정장[BN8MJA590] - 블랙(BK) / 110","남성의류","남성의류세트","남성정장세트"
"603257",812177,"퍼피웨건 애견유모차 돔 - 모카","원예/애완","애견용품","애견의류/악세서리"
"603303",773128,"에어맥스 모션 라이트웨이트  833260-010 - 255","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"603320",789717,"[이태리 레드라곰마 짐네스틱] 짐볼 발 받힘형 55 (sit solution) 다이어트볼 자세교정 요가","헬스/피트니스","피트니스","기타요가/필라테스소품"
"603345",749183,"리본넥플리츠블라우스(FSGS1BL5450) - 인디언핑크 / FREE","여성의류","여성의류상의","여성남방셔츠"
"603400",127612,"하기스 매직핏 팬티 6단계(26매*4팩 남아)/무료배송 - 하기스매직핏 팬티 6단계(26매*4팩 남아)","출산/육아용품","유아위생용품","유아용기저귀"
"603414",222209,"[하프클럽/에이치옴므]총알 7부 티셔츠_MD MD_388 - 챠콜/M","남성의류","남성의류상의","남성티셔츠"
"603441",459297,"팝덕 포인트 포켓 스탠다드 티셔츠_PPOEURS91P - 화이트-PPOEURS91PC2 / S","남성의류","남성의류상의","남성티셔츠"
"603456",500867,"남성용 쿨브리즈 긴팔 라운드티셔츠 NFT7TH00 - 딥차콜그레이 / 95","스포츠패션","남성등산/아웃도어의류","남성등산티셔츠"
"603503",697695,"남성 클래식 린넨 코튼 밴딩 쇼츠  TMMR2PQE09D0W30 - TMMR2PQE09D0W30 / 38","남성의류","남성의류하의","남성캐주얼바지"
"603535",708629,"2017 NEW 애플 씨드 립앤아이 메이크업 리무버","화장품/뷰티케어","스킨케어","페이셜클렌저"
"603540",667059,"두보레 비누 16입 (3종 택1) - 01 두보레 후리지아 100g 4입 x4(16입)","퍼스널케어","바디케어","바디워시"
"603558",737246,"스키니 픽스 블렌더","화장품/뷰티케어","미용소품","기름종이"
"603559",736897,"뉴메로10 에센스 75ml","화장품/뷰티케어","스킨케어","스킨케어세트"
"603566",621929,"자체생산 인생브라 왕뽕5cm SK_17풀컵사기브라/와인 - 85B","속옷/양말/홈웨어","여성속옷","브래지어"
"603675",707239,"[인디안(INDIAN)]배색랜덤라인 티셔츠_MITASRM3401_56 - 네이비 / 100","남성의류","남성의류상의","남성티셔츠"
"603678",675541,"에어매쉬 통풍방석(45x45cm)거실방석/의자방석/여름방석/매쉬방석 - 블랙","침구/수예","수예소품","방석/방석커버"
"603724",585616,"[컨버스키즈] 빈티지타입 맨투맨B EMS13QTS17 (주니어) - GR / 150[9428396-2]","유아동의류","남아의류상의","남아티셔츠/탑"
"603801",654969,"[#텐텐] 루미씨/무료배송 밴딩팬츠 4종 청바지/부츠컷/스키니 - 03 마법 기모 밴딩 블랙 팬츠 ver. 141-블랙-S","여성의류","여성의류하의","여성청바지"
"603818",604390,"에끌라두 선크림 더마컨트롤 SPF50+ PA+++ 50g","화장품/뷰티케어","선케어","선크림류"
"603833",97932,"남여공용 덕다운 점퍼 (KA7W0-UIH220) - 베이지 / 100","남성의류","남성의류아우터","남성패딩"
"603874",849,"프루프10 아이 프라이머 10ml -아이섀도우 지속력2배/쌍꺼풀라인 골낌방지/무료배송","화장품/뷰티케어","메이크업","메이크업베이스/프라이머"
"603885",48611,"샤인 카레스 글로스 틴트6ml(★립앤아이리무버증정) - 703호","화장품/뷰티케어","메이크업","립스틱/립라이너"
"603984",675377,"DAHLIA MINI 크로스백 (JHNEHE7AF167BK980)","패션잡화","여성가방","여성숄더백"
"603994",470921,"[#텐텐] 라푸마  남성 네이비 COOL-TECH 반팔 카라 티셔츠 LMTS7B332N2 - 105","스포츠패션","남성등산/아웃도어의류","남성등산티셔츠"
"604027",737005,"단델리온 미니 (3.5g) - FM33 단델리온미니","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"604030",735088,"프리미엄 TS샴푸500ml+프리미엄 TS컨디셔너500ml","퍼스널케어","헤어케어","샴푸"
"604038",720469,"온더바디 더내추럴 아보카도 바디워시 900gx2개","퍼스널케어","바디케어","바디워시"
"604147",162564,"[파란눈 헤드스파7] 헤드스파7 트리트먼트 200ml×6개＋35ml×2개＋[무료체험분 35ml×1] (탈모증상   ... - 단일상품","화장품/뷰티케어","미용소품","기름종이"
"604164",129034,"네크O링장식 포인트 티셔츠 EJ2CH568 - 베이지(BE) / 66(L)","여성의류","여성의류상의","여성티셔츠/탑"
"604187",652760,"7월_생베이직_사각 (EBWP6A702B) - 베이지95","속옷/양말/홈웨어","여성속옷","여성팬티"
"604204",696463,"남성 레귤러 핏 솔리드 린넨 반팔 셔츠  TJMR2HCE02R0N00 - TJMR2HCE02R0N00 / XS","남성의류","남성의류상의","남성남방셔츠"
"604205",680994,"피죤 섬유유연제 3100ml 4개 - 옐로우미모사","세제/위생","세탁세제","섬유유연제/향기지속제"
"604228",644394,"미니핸드 디럭스[3종] - 디럭스 라벤더","아웃도어/레저","인라인/스케이트보드/킥보드","스케이트보드/킥보드"
"604255",593730,"프린세스 디저트/샐러드 플레이트 17cm 1017269","식기/조리기구","그릇/식기","찬기/종지"
"604268",530053,"인어공주해지데님스커트 - L블루 / 105","유아동의류","여아의류하의","여아스커트"
"604296",606449,"섬유유연제 1300ml*2(베르가못향/캡리필)","출산/육아용품","유아위생용품","유아목욕용품"
"604326",516696,"컨택유 골지 반팔 니트 #105090 - black / FREE","여성의류","여성의류상의","여성스웨터/풀오버"
"604391",102015,"연사소재기본코트(HSAHC3B) - BLACK(39) / 095","남성의류","남성의류아우터","남성패딩"
"604416",504095,"베이비 여아 러플 원피스 5238140521064 - 6M","유아동의류","유아의류상의","영유아블라우스"
"604433",658929,"머슬린2종 165B - 165B","출산/육아용품","수유/이유용품","출산/신생아용품세트"
"604442",535887,"[아디다스] 스탠스미스  [BZ0483] - 255","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"604461",508722,"울트라 라이트 데일리 유브이 디팬스 썬스크린 60ml","화장품/뷰티케어","선케어","선크림류"
"604476",456637,"미니고슴내의[TN7MXS22UE-1] - 그레이 / 75","속옷/양말/홈웨어","유아동속옷","유아동내의"
"604525",297504,"라운드 퍼프 소매 블라우스 LI4BL618 - WT(화이트) / FREE","여성의류","여성의류상의","여성남방셔츠"
"604526",296787,"엑스라이트 보아다이얼 아동런닝화 4118KS121K - BU(블루) / 190","스포츠패션","유아동스포츠화","유아동런닝/트레이닝화"
"604543",92598,"에센스 솔리드 스킨 햄팬티[EPH4659] - EPH4659 / 90","속옷/양말/홈웨어","여성속옷","여성팬티"
"604581",280692,"프릴 슬리브 티셔츠 - 핑크/120호","유아동의류","여아의류상의","여아티셔츠/탑"
"604604",85908,"Swa Remix Hamsa 참 5434402 - 5434402_참","패션잡화","보석","펜던트"
"604612",72230,"여아여아 민트 양두조직 가디건 (R1812K426_22) - 160","유아동의류","여아의류상의","여아가디건"
"604657",529572,"EVA 로고 코튼 드로즈 08-1-8-1-12-302 - 블루(302) / L(105)","속옷/양말/홈웨어","남성속옷","남성팬티"
